GeneId	Symbol	Type	TranscriptsWithConservation	NonredundantExons	SpeciesWithSeqOrthologs	SpeciesWithBLAST	SpeciesWithWGA	SpeciesWithSynteny	SpeciesWithSequenceAndSynteny	Mouse BLAST	Mouse WGA	Mouse Synteny	Mouse Sequence+Synteny	Mouse Sequence region number	Mouse Sequence regions	Mouse Sequence exon number	Mouse Sequence exons	Mouse conserved region length
ENSG00000255108.1_5	[AP006621.1]	[antisense]	[ENST00000528982.1_1, ENST00000532946.1_1]	4	[Mouse]	[]	[Mouse]	[Mouse]	[Mouse]		[ENSMUST00000097947.3]	[ENSMUST00000097947.3, ENSMUST00000163674.1, ENSMUST00000167900.1, ENSMUST00000211564.1]	[ENSMUST00000097947.3]	1	832711-832883;	1	832711-832883;	1665594
ENSG00000234492.4_3	[RPL34-AS1]	[lincRNA]	[ENST00000506795.1_1, ENST00000507248.1_1, ENST00000509984.1_1, ENST00000510212.1_1]	9	[Mouse]	[]	[Mouse]	[Mouse]	[Mouse]		[ENSMUST00000200321.1]	[ENSMUST00000196074.1, ENSMUST00000196382.1, ENSMUST00000196697.1, ENSMUST00000198737.1, ENSMUST00000199219.1, ENSMUST00000200185.1, ENSMUST00000200321.1, ENSMUST00000200349.1, ENSMUST00000200449.1]	[ENSMUST00000200321.1]	1	109541463-109541616;	1	109541463-109541616;	219083079
ENSG00000260786.1_5	[AC108099.1]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000232591.1_6	[LINC02642]	[lincRNA]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000250544.1_4	[LINC02059]	[lincRNA]	[ENST00000503843.1_1, ENST00000506471.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000082983.1, ENSMUST00000193837.1]		0		0		0
ENSG00000230404.1_5	[AL161640.1]	[lincRNA]	[ENST00000429507.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181773.1]		0		0		0
ENSG00000240057.5_6	[AC078785.1]	[antisense]	[]	9	[]	[]	[]	[]	[]					0		0		0
ENSG00000251388.1_5	[AC079380.1]	[lincRNA]	[ENST00000507844.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000186818.2, ENSMUST00000191660.1]		0		0		0
ENSG00000286182.1_1	[AC112172.2]	[lincRNA]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000232986.1_5	[AL139081.1]	[lincRNA]	[ENST00000452207.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181114.5, ENSMUST00000181555.3, ENSMUST00000201142.3, ENSMUST00000201853.1, ENSMUST00000202024.3, ENSMUST00000202216.1, ENSMUST00000202597.1]		0		0		0
ENSG00000260278.1_5	[AC098818.2]	[antisense]	[ENST00000564925.1_1]	1	[Mouse]	[]	[Mouse]	[Mouse]	[Mouse]		[ENSMUST00000195892.1]	[ENSMUST00000195892.1, ENSMUST00000195935.1, ENSMUST00000196944.1]	[ENSMUST00000195892.1]	1	79694807-79697127;	1	79694807-79697127;	159391934
ENSG00000275976.5_1	[SPDYE11]	[processed_transcript]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000261879.6_6	[AC087500.1]	[antisense]	[ENST00000571689.1_1, ENST00000573772.1_1, ENST00000575601.5_1, ENST00000649359.1_1]	9	[]	[]	[]	[Mouse]	[]			[ENSMUST00000179676.1]		0		0		0
ENSG00000238242.1_5	[AC097066.1]	[lincRNA]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000267667.1_5	[AC005856.1]	[antisense]	[ENST00000585921.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000128213.1, ENSMUST00000134305.1, ENSMUST00000136117.7, ENSMUST00000140673.7, ENSMUST00000146806.1, ENSMUST00000151652.7]		0		0		0
ENSG00000249458.1_5	[AC092673.1]	[lincRNA]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000232307.1_5	[DAOA-AS1]	[antisense]	[ENST00000448407.1_1]	7	[]	[]	[]	[Mouse]	[]			[ENSMUST00000207517.1, ENSMUST00000207688.1, ENSMUST00000208097.1, ENSMUST00000208141.1, ENSMUST00000208460.1, ENSMUST00000208715.1, ENSMUST00000208946.1, ENSMUST00000209091.1]		0		0		0
ENSG00000286069.1_1	[AC076968.2]	[lincRNA]	[ENST00000652339.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000229994.1]		0		0		0
ENSG00000230912.1_6	[AL021707.4]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000272839.1_5	[AC011899.3]	[antisense]	[ENST00000608596.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000185746.1, ENSMUST00000186114.1, ENSMUST00000186454.1, ENSMUST00000190132.1, ENSMUST00000190266.1]		0		0		0
ENSG00000235215.2_6	[AL592431.1]	[lincRNA]	[ENST00000451090.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000142458.2, ENSMUST00000156086.1, ENSMUST00000187014.1]		0		0		0
ENSG00000274766.1_5	[BX072579.2]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000266893.1_6	[AC005394.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000223470.3_6	[LINC02629]	[lincRNA]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000256325.1_6	[AC025423.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000264486.1_5	[AC061975.4]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000267265.5_5	[AC011476.3]	[antisense]	[]	7	[]	[]	[]	[]	[]					0		0		0
ENSG00000254120.1_5	[LINC02155]	[lincRNA]	[ENST00000519215.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000124122.7, ENSMUST00000138390.7, ENSMUST00000144703.1, ENSMUST00000146481.7, ENSMUST00000154082.1]		0		0		0
ENSG00000235820.1_5	[AL109935.1]	[antisense]	[ENST00000413249.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000124095.1, ENSMUST00000126910.7, ENSMUST00000130884.7, ENSMUST00000144501.1, ENSMUST00000146398.1, ENSMUST00000151417.7, ENSMUST00000154067.7]		0		0		0
ENSG00000285807.1_1	[AL353768.2]	[antisense]	[ENST00000649093.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180734.1, ENSMUST00000221520.1, ENSMUST00000221723.1, ENSMUST00000223367.1]		0		0		0
ENSG00000272537.1_5	[AC005014.3]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000228496.1_2	[AC106875.1]	[sense_intronic]	[ENST00000435175.1_1, ENST00000455754.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000220475.1, ENSMUST00000221010.1, ENSMUST00000221011.1, ENSMUST00000221592.1, ENSMUST00000223158.1]		0		0		0
ENSG00000225411.3_5	[CR786580.1]	[lincRNA]	[]	6	[]	[]	[]	[]	[]					0		0		0
ENSG00000259209.3_5	[AC004943.1]	[antisense]	[ENST00000558618.2_1, ENST00000620814.1_1, ENST00000624370.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000175846.1, ENSMUST00000209663.1, ENSMUST00000210837.1, ENSMUST00000211262.1, ENSMUST00000211953.1]		0		0		0
ENSG00000243055.1_5	[GK-AS1]	[antisense]	[ENST00000464659.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000105109.1, ENSMUST00000122953.1, ENSMUST00000147130.1]		0		0		0
ENSG00000244393.3	[RP11-592B15.3]	[processed_transcript]	[ENST00000399508.2, ENST00000418400.1, ENST00000432221.2]	10	[]	[]	[]	[Mouse]	[]			[ENSMUST00000226403.1, ENSMUST00000227042.1]		0		0		0
ENSG00000272650.1_5	[AC110792.3]	[lincRNA]	[ENST00000609843.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000137731.2, ENSMUST00000201367.1, ENSMUST00000202336.1]		0		0		0
ENSG00000267080.5_5	[ASB16-AS1]	[antisense]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000224038.1_6	[BX005214.1]	[lincRNA]	[ENST00000427327.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000193585.1, ENSMUST00000221281.1, ENSMUST00000221940.1, ENSMUST00000222134.1, ENSMUST00000222242.1, ENSMUST00000222996.1, ENSMUST00000223523.1]		0		0		0
ENSG00000205865.4_4	[FAM99B]	[antisense]	[ENST00000382166.2_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000209535.1, ENSMUST00000211255.1]		0		0		0
ENSG00000227527.2_6	[AC096540.1]	[sense_overlapping]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000237212.1_5	[AL449403.1]	[lincRNA]	[ENST00000432783.1_1]	6	[]	[]	[]	[Mouse]	[]			[ENSMUST00000221964.1]		0		0		0
ENSG00000280225.1_5	[AC237221.2]	[TEC]	[ENST00000624231.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000165145.2, ENSMUST00000181912.1]		0		0		0
ENSG00000276182.1_5	[AL163051.2]	[sense_intronic]	[ENST00000618976.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000220934.1, ENSMUST00000221840.1]		0		0		0
ENSG00000259933.6_5	[AC009065.2]	[sense_overlapping]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000272263.1_5	[AC034198.2]	[antisense]	[ENST00000606447.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000204401.1]		0		0		0
ENSG00000285533.1_1	[AP001362.2]	[lincRNA]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000235688.2_5	[SNTG2-AS1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000229688.7_5	[ISPD-AS1]	[antisense]	[ENST00000436328.1_1, ENST00000438573.5_1, ENST00000457112.1_1, ENST00000579293.1_1, ENST00000582683.1_1]	8	[]	[]	[]	[Mouse]	[]			[ENSMUST00000190633.1, ENSMUST00000222465.1, ENSMUST00000223106.1]		0		0		0
ENSG00000258313.1_5	[AC084879.2]	[lincRNA]	[ENST00000551656.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180815.1]		0		0		0
ENSG00000281548.1_2	[LINC00895]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000264985.3_6	[AC124804.1]	[antisense]	[ENST00000583547.2_2, ENST00000583712.2_2, ENST00000650299.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000106604.1, ENSMUST00000129365.1, ENSMUST00000130963.1]		0		0		0
ENSG00000237638.1_5	[LINC02245]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000255475.1_5	[AP001007.2]	[lincRNA]	[ENST00000525429.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000176020.1, ENSMUST00000215174.1]		0		0		0
ENSG00000279020.1_5	[C18orf15]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000223400.1_2	[AP006748.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000251371.1_5	[AC010634.1]	[lincRNA]	[ENST00000513925.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000194509.1]		0		0		0
ENSG00000225903.1_5	[AL035404.2]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000280047.1_5	[AC091825.1]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000226291.1_5	[AC091729.2]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000231769.2_5	[AL035701.1]	[antisense]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000285711.1_1	[AC018683.1]	[lincRNA]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000256712.1_6	[AC134349.1]	[sense_intronic]	[ENST00000543969.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000203358.1, ENSMUST00000203389.1]		0		0		0
ENSG00000237057.2_4	[LINC02087]	[lincRNA]	[ENST00000418821.2_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000128292.1, ENSMUST00000175753.2]		0		0		0
ENSG00000181908.5_5	[AP003774.1]	[lincRNA]	[ENST00000316124.3_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000137405.1, ENSMUST00000235920.1]		0		0		0
ENSG00000235373.1	[RP11-206L10.3]	[lincRNA]	[ENST00000416385.1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000217800.1]		0		0		0
ENSG00000224910.1_4	[LINC01766]	[lincRNA]	[ENST00000453968.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000146232.1]		0		0		0
ENSG00000255002.1_5	[LINC02324]	[lincRNA]	[ENST00000531609.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000218256.1, ENSMUST00000219319.1, ENSMUST00000219513.1]		0		0		0
ENSG00000162913.9_7	[OBSCN-AS1]	[antisense]	[ENST00000295012.5_2, ENST00000337335.5_2, ENST00000472613.2_4]	6	[]	[]	[]	[Mouse]	[]			[ENSMUST00000101162.3, ENSMUST00000162526.1]		0		0		0
ENSG00000253576.1_5	[AF181450.1]	[antisense]	[ENST00000522980.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000130582.1, ENSMUST00000150273.1]		0		0		0
ENSG00000197322.3_3	[C17orf102]	[bidirectional_promoter_lncRNA]	[ENST00000623254.1_1]	2	[Mouse]	[Mouse]	[]	[Mouse]	[Mouse]	[ENSMUST00000221531.1]		[ENSMUST00000221531.1]	[ENSMUST00000221531.1]	1	32906016-32906387;	1	32905889-32906388;	65812403
ENSG00000266846.1_5	[AP001021.2]	[antisense]	[ENST00000577935.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000232811.1, ENSMUST00000232839.1, ENSMUST00000233387.1, ENSMUST00000233735.1]		0		0		0
ENSG00000250135.1_6	[AL049795.2]	[sense_intronic]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000258791.8_4	[LINC00520]	[lincRNA]	[ENST00000554186.2_2, ENST00000554196.1_2, ENST00000554221.6_2, ENST00000556417.6_2, ENST00000560267.6_2, ENST00000560336.6_2, ENST00000647781.1_1, ENST00000648365.1_1, ENST00000649691.1_1, ENST00000649892.1_1, ENST00000650020.1_1, ENST00000650527.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000226126.1, ENSMUST00000226197.1, ENSMUST00000226360.1, ENSMUST00000227382.1, ENSMUST00000228011.1, ENSMUST00000228096.1, ENSMUST00000228127.1, ENSMUST00000228165.1]		0		0		0
ENSG00000224865.7_5	[AC009518.1]	[lincRNA]	[ENST00000415393.1_1, ENST00000452219.5_1]	8	[]	[]	[]	[Mouse]	[]			[ENSMUST00000124919.7, ENSMUST00000127668.1, ENSMUST00000136224.1, ENSMUST00000139483.1, ENSMUST00000140465.1, ENSMUST00000143328.1, ENSMUST00000149613.1, ENSMUST00000150314.1, ENSMUST00000150540.1, ENSMUST00000152538.1, ENSMUST00000153328.1, ENSMUST00000209254.1, ENSMUST00000209562.1, ENSMUST00000209571.1, ENSMUST00000209658.1, ENSMUST00000209659.1, ENSMUST00000210190.1, ENSMUST00000210387.1, ENSMUST00000210892.1, ENSMUST00000210985.1, ENSMUST00000211225.1]		0		0		0
ENSG00000270604.5_3	[HCG17]	[lincRNA]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000227012.2_5	[LINC02527]	[lincRNA]	[ENST00000449069.2_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000213973.1]		0		0		0
ENSG00000229152.2_5	[ANKRD10-IT1]	[sense_intronic]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000249519.1_4	[LINC01438]	[lincRNA]	[ENST00000512794.1_1]	2	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000188986.1]	[ENSMUST00000188986.1]	[ENSMUST00000188986.1, ENSMUST00000196617.1, ENSMUST00000196895.4, ENSMUST00000197413.4, ENSMUST00000198275.1, ENSMUST00000198478.1, ENSMUST00000199637.1, ENSMUST00000200511.1]	[ENSMUST00000188986.1]	2	111715558-111715630;111718016-111718500;	2	111715558-111715630;111718016-111718500;	446867704
ENSG00000228627.1_5	[AC009468.1]	[lincRNA]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000248211.1_5	[TRPC7-AS1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000229105.1_5	[ASTN2-AS1]	[antisense]	[]	12	[]	[]	[]	[]	[]					0		0		0
ENSG00000212766.9_5	[EWSAT1]	[lincRNA]	[ENST00000415504.5_1, ENST00000435479.1_1, ENST00000440444.1_1, ENST00000558147.1_1, ENST00000558369.5_1, ENST00000558922.2_1, ENST00000559914.1_1, ENST00000559964.5_1]	7	[]	[]	[]	[Mouse]	[]			[ENSMUST00000215490.1]		0		0		0
ENSG00000234646.6_6	[AL049651.2]	[sense_overlapping]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000232684.1_5	[ATP11A-AS1]	[antisense]	[ENST00000446442.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000110860.1, ENSMUST00000135138.1, ENSMUST00000145372.1, ENSMUST00000147398.7, ENSMUST00000149938.1, ENSMUST00000151188.1]		0		0		0
ENSG00000259483.1_5	[AL355073.1]	[lincRNA]	[ENST00000560296.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000228011.1, ENSMUST00000228144.1]		0		0		0
ENSG00000233073.1_4	[AC005009.2]	[antisense]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000239335.4_5	[LLPH-DT]	[antisense]	[ENST00000510317.2_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000194273.1, ENSMUST00000219022.1, ENSMUST00000219150.1]		0		0		0
ENSG00000243819.4_4	[RN7SL832P]	[lincRNA]	[ENST00000607781.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000221894.1]		0		0		0
ENSG00000262412.1_5	[AL160291.1]	[lincRNA]	[ENST00000574842.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000134226.1]		0		0		0
ENSG00000259436.1_5	[AC010247.2]	[antisense]	[ENST00000559786.1_1]	2	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000098678.7, ENSMUST00000186424.1]	[ENSMUST00000098678.7, ENSMUST00000186424.1]	[ENSMUST00000098678.7, ENSMUST00000186424.1, ENSMUST00000206788.1]	[ENSMUST00000098678.7, ENSMUST00000186424.1]	2	42656720-42656858;42659858-42661675;	2	42656720-42656858;42659858-42661675;	170635111
ENSG00000203258.3_5	[AC013549.1]	[antisense]	[ENST00000454086.2_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000146145.3, ENSMUST00000211302.1]		0		0		0
ENSG00000232893.1_5	[IQCA1-AS1]	[antisense]	[ENST00000413353.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000190254.1]		0		0		0
ENSG00000283304.1_5	[LINC02183]	[lincRNA]	[ENST00000637822.1_1]	6	[Mouse]	[]	[Mouse]	[Mouse]	[]		[ENSMUST00000190257.1]	[ENSMUST00000034183.9, ENSMUST00000178064.8, ENSMUST00000178584.1, ENSMUST00000179029.1, ENSMUST00000179222.1, ENSMUST00000179400.1, ENSMUST00000179421.8, ENSMUST00000180102.7, ENSMUST00000189823.1, ENSMUST00000210361.1, ENSMUST00000210400.1, ENSMUST00000210508.1]		4	54576719-54577663;54578664-54578971;54579252-54579402;54579938-54580045;	4	54576719-54577663;54578664-54578971;54579252-54579402;54579938-54580045;	436630654
ENSG00000178457.3_2	[LINC00314]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000273056.1_5	[AL354694.1]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000272955.1	[KB-226F1.1]	[antisense]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000220925.2_5	[IGBP1-AS2]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000227258.5_5	[SMIM2-AS1]	[antisense]	[]	8	[]	[]	[]	[]	[]					0		0		0
ENSG00000286230.1_1	[AC010327.6]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000226017.2_5	[PRICKLE2-AS3]	[antisense]	[ENST00000473434.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181121.7, ENSMUST00000181145.7, ENSMUST00000181840.3, ENSMUST00000204449.2, ENSMUST00000204609.1, ENSMUST00000205093.2]		0		0		0
ENSG00000197595.4_2	[ATP11AUN]	[lincRNA]	[ENST00000623100.2_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000068194.4, ENSMUST00000131064.1]		0		0		0
ENSG00000255202.1_5	[AL049629.1]	[antisense]	[ENST00000534431.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000150450.1, ENSMUST00000151310.7]		0		0		0
ENSG00000286028.1_1	[AP002008.4]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000261779.1_5	[AC113208.3]	[antisense]	[ENST00000563568.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000185243.1]		0		0		0
ENSG00000259855.1_5	[AC007749.1]	[lincRNA]	[ENST00000564299.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000185768.6, ENSMUST00000186582.1, ENSMUST00000188349.1, ENSMUST00000188793.1, ENSMUST00000190525.1, ENSMUST00000190578.1, ENSMUST00000191122.1]		0		0		0
ENSG00000232211.1_5	[AL353613.1]	[lincRNA]	[ENST00000443163.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000162450.2, ENSMUST00000163053.2, ENSMUST00000224326.1, ENSMUST00000224737.1, ENSMUST00000225172.1, ENSMUST00000225266.1, ENSMUST00000225586.1, ENSMUST00000225619.1, ENSMUST00000225895.1]		0		0		0
ENSG00000258199.1_6	[AC073896.4]	[sense_overlapping]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000279880.1_6	[AC134407.3]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000233862.5_6	[AC016907.2]	[antisense]	[ENST00000420016.1_1, ENST00000453606.5_1, ENST00000455424.1_1]	6	[]	[]	[]	[Mouse]	[]			[ENSMUST00000233448.1, ENSMUST00000233690.1]		0		0		0
ENSG00000254980.1_5	[AP002008.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000239513.5_5	[LINC01210]	[lincRNA]	[ENST00000465283.5_1, ENST00000469216.1_1, ENST00000471091.5_1, ENST00000478772.5_1]	6	[]	[]	[]	[Mouse]	[]			[ENSMUST00000216324.1]		0		0		0
ENSG00000237870.6_3	[AC073130.1]	[processed_transcript]	[ENST00000415502.1_1, ENST00000420594.5_1, ENST00000454897.6_1, ENST00000457033.5_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000131334.1, ENSMUST00000136503.1, ENSMUST00000138170.1, ENSMUST00000139701.1, ENSMUST00000140709.1, ENSMUST00000150251.1, ENSMUST00000166070.1]		0		0		0
ENSG00000233590.1_6	[LINC02640]	[lincRNA]	[ENST00000429634.1_1, ENST00000444086.1_1]	4	[Mouse]	[Mouse]	[]	[Mouse]	[Mouse]	[ENSMUST00000193990.1]		[ENSMUST00000193990.1]	[ENSMUST00000193990.1]	3	69993060-69993330;69995094-69995096;69997306-69997308;	3	69993007-69993330;69995094-69995190;69997306-69997388;	419971194
ENSG00000250001.1_6	[AC027335.1]	[sense_intronic]	[ENST00000515377.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000147013.2, ENSMUST00000203902.1]		0		0		0
ENSG00000237396.1_4	[LNCNEF]	[lincRNA]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000236668.2_5	[AC006450.3]	[antisense]	[ENST00000453529.2_1]	2	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000184325.1]	[ENSMUST00000184325.1]	[ENSMUST00000137134.1, ENSMUST00000184325.1, ENSMUST00000203102.1, ENSMUST00000204461.1, ENSMUST00000204769.1]	[ENSMUST00000184325.1]	1	126768555-126770370;	1	126768555-126770370;	253538925
ENSG00000273297.1_6	[AC009275.1]	[lincRNA]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000227218.7_6	[AL157935.1]	[antisense]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000253103.1_5	[LINC01609]	[lincRNA]	[ENST00000519506.1_1, ENST00000522778.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000227535.1, ENSMUST00000228201.1]		0		0		0
ENSG00000272933.1_5	[AL391121.1]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000272909.1_6	[AL122035.2]	[antisense]	[ENST00000609125.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000218341.1, ENSMUST00000220077.1, ENSMUST00000220205.1]		0		0		0
ENSG00000237324.3_6	[AC093158.1]	[antisense]	[ENST00000415549.2_1, ENST00000629446.1_3]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000195610.1]		0		0		0
ENSG00000257022.1_5	[AC008250.1]	[antisense]	[ENST00000539874.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000194811.1]		0		0		0
ENSG00000188693.7_5	[CYP51A1-AS1]	[antisense]	[ENST00000453068.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000198500.1]		0		0		0
ENSG00000232739.1_5	[AL607028.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000273211.1_6	[AC137630.4]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000267711.1_5	[AC060766.6]	[lincRNA]	[ENST00000589099.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000127074.1, ENSMUST00000142709.1, ENSMUST00000143673.1, ENSMUST00000145461.7, ENSMUST00000213219.1, ENSMUST00000215937.1, ENSMUST00000216469.1, ENSMUST00000216842.1]		0		0		0
ENSG00000275285.1_5	[AL391095.2]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000275759.1_5	[AC026367.3]	[lincRNA]	[ENST00000619032.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000200924.1, ENSMUST00000201262.1, ENSMUST00000201752.1, ENSMUST00000202259.1]		0		0		0
ENSG00000235795.1_5	[AC093157.2]	[antisense]	[ENST00000414686.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000067500.5, ENSMUST00000185424.1, ENSMUST00000185512.1, ENSMUST00000185681.1, ENSMUST00000187055.1, ENSMUST00000188260.6, ENSMUST00000191182.1, ENSMUST00000198729.1]		0		0		0
ENSG00000266402.3_4	[SNHG25]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000236451.2_3	[AC067956.1]	[lincRNA]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000254197.1_5	[AC011676.3]	[lincRNA]	[ENST00000520606.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000188278.1, ENSMUST00000189435.1]		0		0		0
ENSG00000222033.1_4	[LINC01124]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
